,Time,Country,Series,Pay period,value
306,2015-01-01,United Kingdom,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.007
307,2016-01-01,United Kingdom,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.262
308,2006-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1797.179
309,2007-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1795.842
310,2008-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1776.791
311,2009-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1765.401
312,2010-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1777.161
313,2011-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1789.17
314,2012-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1791.968
315,2013-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1799.777
316,2014-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1797.679
317,2015-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1834.193
318,2016-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Annual,1895.653
319,2006-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86403
320,2007-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86339003
321,2008-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.85422999
322,2009-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.84875
323,2010-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.85439998
324,2011-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86018002
325,2012-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86153001
326,2013-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86527997
327,2014-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.86426997
328,2015-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.88182998
329,2016-01-01,Mexico,In 2015 constant prices at 2015 USD PPPs,Hourly,0.91136998
330,2006-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1104.842
331,2007-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1104.019
332,2008-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1092.308
333,2009-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1085.306
334,2010-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1092.535
335,2011-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1099.918
336,2012-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1101.6379
337,2013-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1106.439
338,2014-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1105.149
339,2015-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1127.5959
340,2016-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Annual,1165.38
341,2006-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.53100002
342,2007-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.53100002
343,2008-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.52499998
344,2009-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.52200001
345,2010-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.52499998
346,2011-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.52899998
347,2012-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.52999997
348,2013-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.53200001
349,2014-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.53100002
350,2015-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.542
351,2016-01-01,Mexico,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.56
352,2006-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,13672.275
353,2007-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,14000.953
354,2008-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,14276.618
355,2009-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,14914.342
356,2010-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,14494.549
357,2011-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,14140.007
358,2012-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,11309.243
359,2013-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,11052.496
360,2014-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,11199.34
361,2015-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,11397.206
362,2016-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Annual,11492.088
363,2006-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,5.6187301
364,2007-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,5.75317
365,2008-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,5.8677101
366,2009-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,6.1298099
367,2010-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,5.9566798
368,2011-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,5.81183
369,2012-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,4.6532202
370,2013-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,4.54212
371,2014-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,4.6024699
372,2015-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,4.6837902
373,2016-01-01,Greece,In 2015 constant prices at 2015 USD PPPs,Hourly,4.7227802
374,2006-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,10594.516
375,2007-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,10849.205
376,2008-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,11062.816
377,2009-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,11556.982
378,2010-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,11231.688
379,2011-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,10956.958
380,2012-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,8763.4248
381,2013-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,8564.4736
382,2014-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,8678.2617
383,2015-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,8831.5869
384,2016-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Annual,8905.1104
385,2006-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.3540001
386,2007-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.4580002
387,2008-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.5469999
388,2009-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.75
389,2010-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.6160002
390,2011-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.5040002
391,2012-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.6059999
392,2013-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.52
393,2014-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.566
394,2015-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.6289999
395,2016-01-01,Greece,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.6600001
396,2006-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,6210.7881
397,2007-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,6599.4609
398,2008-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,6615.625
399,2009-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7155.2778
400,2010-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7380.063
401,2011-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7316.3691
402,2012-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7288.9409
403,2013-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7418.9419
404,2014-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,7738.9971
405,2015-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,8381.8604
406,2016-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Annual,8979.9912
407,2006-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,2.48699
408,2007-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,2.7130799
409,2008-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,2.83991
410,2009-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.12114
411,2010-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.24981
412,2011-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.3490701
413,2012-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4556799
414,2013-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4556799
415,2014-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4556799
416,2015-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4556799
417,2016-01-01,Slovak Republic,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4556799
418,2006-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,3747.3889
419,2007-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,3981.9021
420,2008-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,3991.655
421,2009-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4317.2642
422,2010-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4452.8921
423,2011-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4414.4609
424,2012-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4397.9121
425,2013-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4476.3511
426,2014-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,4669.4619
427,2015-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,5057.3442
428,2016-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Annual,5418.2378
429,2006-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.501
430,2007-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.637
431,2008-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.714
432,2009-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.883
433,2010-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.961
434,2011-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.0209999
435,2012-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.085
436,2013-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.085
437,2014-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.085
438,2015-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.085
439,2016-01-01,Slovak Republic,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.085
440,2006-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,9067.2871
441,2007-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,9242.2744
442,2008-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,9523.2383
443,2009-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10144.52
444,2010-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10559.993
445,2011-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10402.312
446,2012-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10121.601
447,2013-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10093.904
448,2014-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10226.408
449,2015-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10488.292
450,2016-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Annual,10941.056
451,2006-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,3.72628
452,2007-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,3.7981901
453,2008-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,3.91366
454,2009-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.1689801
455,2010-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3397198
456,2011-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.27492
457,2012-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.1595602
458,2013-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.14818
459,2014-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.20263
460,2015-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.3102598
461,2016-01-01,Portugal,In 2015 constant prices at 2015 USD PPPs,Hourly,4.4963198
462,2006-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,6778.751
463,2007-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,6909.5732
464,2008-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7119.623
465,2009-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7584.0962
466,2010-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7894.7061
467,2011-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7776.8232
468,2012-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7566.9619
469,2013-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7546.2559
470,2014-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7645.3159
471,2015-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,7841.1021
472,2016-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Annual,8179.5908
473,2006-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.786
474,2007-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.8399999
475,2008-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.9260001
476,2009-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.1170001
477,2010-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.244
478,2011-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.1960001
479,2012-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.1099999
480,2013-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.1010001
481,2014-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.142
482,2015-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.2219999
483,2016-01-01,Portugal,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.3610001
484,2006-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19295.826
485,2007-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19491.205
486,2008-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19529.021
487,2009-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19870.871
488,2010-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19738.678
489,2011-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19714.971
490,2012-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,19968.049
491,2013-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,20052.246
492,2014-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,20162.414
493,2015-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,20324.137
494,2016-01-01,France,In 2015 constant prices at 2015 USD PPPs,Annual,20413.598
495,2006-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.60213
496,2007-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.71586
497,2008-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.73437
498,2009-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.92428
499,2010-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.84541
500,2011-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.83741
501,2012-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,10.97143
502,2013-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,11.01769
503,2014-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,11.07828
504,2015-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,11.16708
505,2016-01-01,France,In 2015 constant prices at 2015 USD PPPs,Hourly,11.21624
506,2006-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18416.4
507,2007-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18602.873
508,2008-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18638.969
509,2009-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18965.236
510,2010-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18839.068
511,2011-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,18816.441
512,2012-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,19057.984
513,2013-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,19138.346
514,2014-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,19243.492
515,2015-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,19397.844
516,2016-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Annual,19483.227
517,2006-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.119
518,2007-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.227
519,2008-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.245
520,2009-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.426
521,2010-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.351
522,2011-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.343
523,2012-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.471
524,2013-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.516
525,2014-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.573
526,2015-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.658
527,2016-01-01,France,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.705
528,2006-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,12594.397
529,2007-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,12974.395
530,2008-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,14097.556
531,2009-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15756.423
532,2010-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,16391.313
533,2011-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15889.705
534,2012-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15567.554
535,2013-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15342.814
536,2014-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15097.89
537,2015-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,15080.0
538,2016-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Annual,14892.122
539,2006-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,6.0549998
540,2007-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,6.2414298
541,2008-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,6.78127
542,2009-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.5788202
543,2010-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.8804402
544,2011-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.6392798
545,2012-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.4843998
546,2013-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.3763499
547,2014-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.2586002
548,2015-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.25
549,2016-01-01,United States,In 2015 constant prices at 2015 USD PPPs,Hourly,7.1596699
550,2006-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,12594.397
551,2007-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,12974.395
552,2008-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,14097.556
553,2009-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15756.423
554,2010-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,16391.313
555,2011-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15889.705
556,2012-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15567.554
557,2013-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15342.814
558,2014-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15097.89
559,2015-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,15080.0
560,2016-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Annual,14892.122
561,2006-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.0549998
562,2007-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.2410002
563,2008-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.7810001
564,2009-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.579
565,2010-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.8800001
566,2011-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.6389999
567,2012-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.4840002
568,2013-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.3759999
569,2014-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.2589998
570,2015-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.25
571,2016-01-01,United States,In 2015 constant prices at 2015 USD exchange rates,Hourly,7.1599998
572,2006-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,13082.115
573,2007-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,13215.89
574,2008-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,13315.404
575,2009-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,13781.248
576,2010-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14112.379
577,2011-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14436.312
578,2012-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14606.66
579,2013-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14807.031
580,2014-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14700.968
581,2015-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,14899.183
582,2016-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Annual,15292.12
583,2006-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.2894802
584,2007-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.3537898
585,2008-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.4016399
586,2009-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.6255999
587,2010-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.7848001
588,2011-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,6.9405298
589,2012-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,7.0224299
590,2013-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,7.1187601
591,2014-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,7.06777
592,2015-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,7.1630702
593,2016-01-01,Japan,In 2015 constant prices at 2015 USD PPPs,Hourly,7.3519802
594,2006-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,11836.64
595,2007-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,11957.679
596,2008-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,12047.718
597,2009-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,12469.213
598,2010-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,12768.818
599,2011-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13061.912
600,2012-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13216.042
601,2013-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13397.336
602,2014-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13301.371
603,2015-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13480.715
604,2016-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Annual,13836.242
605,2006-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.691
606,2007-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.7490001
607,2008-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.7919998
608,2009-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.9949999
609,2010-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.1389999
610,2011-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.2800002
611,2012-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.3540001
612,2013-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.441
613,2014-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.395
614,2015-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.4809999
615,2016-01-01,Japan,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.652
616,2006-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21681.658
617,2007-01-01,Netherlands,In 2015 constant prices at 2015 USD PPPs,Annual,21844.66
