,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
856,Hungary,From 55 to 64 years,Thousand persons,Females,Active population,186.0,2007-01-01
857,Hungary,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),179.0,2007-01-01
858,Hungary,From 55 to 64 years,Percentage of total population,Total,Active population,33.7,2007-01-01
859,Hungary,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),32.2,2007-01-01
860,Hungary,From 55 to 64 years,Percentage of total population,Males,Active population,42.1,2007-01-01
861,Hungary,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),40.1,2007-01-01
862,Hungary,From 55 to 64 years,Percentage of total population,Females,Active population,26.9,2007-01-01
863,Hungary,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),25.8,2007-01-01
864,Malta,From 15 to 24 years,Thousand persons,Total,Active population,31.0,2007-01-01
865,Malta,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),27.0,2007-01-01
866,Malta,From 15 to 24 years,Thousand persons,Males,Active population,17.0,2007-01-01
867,Malta,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),14.0,2007-01-01
868,Malta,From 15 to 24 years,Thousand persons,Females,Active population,14.0,2007-01-01
869,Malta,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),12.0,2007-01-01
870,Malta,From 15 to 24 years,Percentage of total population,Total,Active population,54.1,2007-01-01
871,Malta,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),46.8,2007-01-01
872,Malta,From 15 to 24 years,Percentage of total population,Males,Active population,57.5,2007-01-01
873,Malta,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),48.9,2007-01-01
874,Malta,From 15 to 24 years,Percentage of total population,Females,Active population,50.5,2007-01-01
875,Malta,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),44.5,2007-01-01
876,Malta,From 25 to 54 years,Thousand persons,Total,Active population,117.0,2007-01-01
877,Malta,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),111.0,2007-01-01
878,Malta,From 25 to 54 years,Thousand persons,Males,Active population,81.0,2007-01-01
879,Malta,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),77.0,2007-01-01
880,Malta,From 25 to 54 years,Thousand persons,Females,Active population,37.0,2007-01-01
881,Malta,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),34.0,2007-01-01
882,Malta,From 25 to 54 years,Percentage of total population,Total,Active population,69.8,2007-01-01
883,Malta,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),66.2,2007-01-01
884,Malta,From 25 to 54 years,Percentage of total population,Males,Active population,94.4,2007-01-01
885,Malta,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),90.3,2007-01-01
886,Malta,From 25 to 54 years,Percentage of total population,Females,Active population,44.3,2007-01-01
887,Malta,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),41.3,2007-01-01
888,Malta,From 55 to 64 years,Thousand persons,Total,Active population,17.0,2007-01-01
889,Malta,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),16.0,2007-01-01
890,Malta,From 55 to 64 years,Thousand persons,Males,Active population,13.0,2007-01-01
891,Malta,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),13.0,2007-01-01
892,Malta,From 55 to 64 years,Thousand persons,Females,Active population,4.0,2007-01-01
893,Malta,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),3.0,2007-01-01
894,Malta,From 55 to 64 years,Percentage of total population,Total,Active population,30.6,2007-01-01
895,Malta,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),29.5,2007-01-01
896,Malta,From 55 to 64 years,Percentage of total population,Males,Active population,48.8,2007-01-01
897,Malta,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),47.4,2007-01-01
898,Malta,From 55 to 64 years,Percentage of total population,Females,Active population,12.8,2007-01-01
899,Malta,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),12.1,2007-01-01
900,Netherlands,From 15 to 24 years,Thousand persons,Total,Active population,1429.0,2007-01-01
901,Netherlands,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),1345.0,2007-01-01
902,Netherlands,From 15 to 24 years,Thousand persons,Males,Active population,730.0,2007-01-01
903,Netherlands,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),689.0,2007-01-01
904,Netherlands,From 15 to 24 years,Thousand persons,Females,Active population,699.0,2007-01-01
905,Netherlands,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),656.0,2007-01-01
906,Netherlands,From 15 to 24 years,Percentage of total population,Total,Active population,72.7,2007-01-01
907,Netherlands,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),68.4,2007-01-01
908,Netherlands,From 15 to 24 years,Percentage of total population,Males,Active population,73.0,2007-01-01
909,Netherlands,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),68.9,2007-01-01
910,Netherlands,From 15 to 24 years,Percentage of total population,Females,Active population,72.4,2007-01-01
911,Netherlands,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),67.9,2007-01-01
912,Netherlands,From 25 to 54 years,Thousand persons,Total,Active population,6113.0,2007-01-01
913,Netherlands,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),5960.0,2007-01-01
914,Netherlands,From 25 to 54 years,Thousand persons,Males,Active population,3291.0,2007-01-01
915,Netherlands,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),3225.0,2007-01-01
916,Netherlands,From 25 to 54 years,Thousand persons,Females,Active population,2822.0,2007-01-01
917,Netherlands,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),2735.0,2007-01-01
918,Netherlands,From 25 to 54 years,Percentage of total population,Total,Active population,87.6,2007-01-01
919,Netherlands,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),85.4,2007-01-01
920,Netherlands,From 25 to 54 years,Percentage of total population,Males,Active population,94.0,2007-01-01
921,Netherlands,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),92.1,2007-01-01
922,Netherlands,From 25 to 54 years,Percentage of total population,Females,Active population,81.2,2007-01-01
923,Netherlands,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),78.7,2007-01-01
924,Netherlands,From 55 to 64 years,Thousand persons,Total,Active population,1080.0,2007-01-01
925,Netherlands,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),1041.0,2007-01-01
926,Netherlands,From 55 to 64 years,Thousand persons,Males,Active population,659.0,2007-01-01
927,Netherlands,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),633.0,2007-01-01
928,Netherlands,From 55 to 64 years,Thousand persons,Females,Active population,421.0,2007-01-01
929,Netherlands,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),408.0,2007-01-01
930,Netherlands,From 55 to 64 years,Percentage of total population,Total,Active population,52.8,2007-01-01
931,Netherlands,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),50.9,2007-01-01
932,Netherlands,From 55 to 64 years,Percentage of total population,Males,Active population,64.0,2007-01-01
933,Netherlands,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),61.5,2007-01-01
934,Netherlands,From 55 to 64 years,Percentage of total population,Females,Active population,41.4,2007-01-01
935,Netherlands,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),40.1,2007-01-01
936,Austria,From 15 to 24 years,Thousand persons,Total,Active population,585.0,2007-01-01
937,Austria,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),530.0,2007-01-01
938,Austria,From 15 to 24 years,Thousand persons,Males,Active population,308.0,2007-01-01
939,Austria,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),279.0,2007-01-01
940,Austria,From 15 to 24 years,Thousand persons,Females,Active population,278.0,2007-01-01
941,Austria,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),251.0,2007-01-01
942,Austria,From 15 to 24 years,Percentage of total population,Total,Active population,59.4,2007-01-01
943,Austria,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),53.8,2007-01-01
944,Austria,From 15 to 24 years,Percentage of total population,Males,Active population,62.9,2007-01-01
945,Austria,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),57.0,2007-01-01
946,Austria,From 15 to 24 years,Percentage of total population,Females,Active population,56.0,2007-01-01
947,Austria,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),50.6,2007-01-01
948,Austria,From 25 to 54 years,Thousand persons,Total,Active population,3136.0,2007-01-01
949,Austria,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3003.0,2007-01-01
950,Austria,From 25 to 54 years,Thousand persons,Males,Active population,1680.0,2007-01-01
951,Austria,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1616.0,2007-01-01
952,Austria,From 25 to 54 years,Thousand persons,Females,Active population,1455.0,2007-01-01
953,Austria,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1387.0,2007-01-01
954,Austria,From 25 to 54 years,Percentage of total population,Total,Active population,86.5,2007-01-01
955,Austria,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),82.9,2007-01-01
956,Austria,From 25 to 54 years,Percentage of total population,Males,Active population,92.5,2007-01-01
957,Austria,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),89.0,2007-01-01
958,Austria,From 25 to 54 years,Percentage of total population,Females,Active population,80.5,2007-01-01
959,Austria,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),76.7,2007-01-01
960,Austria,From 55 to 64 years,Thousand persons,Total,Active population,343.0,2007-01-01
961,Austria,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),331.0,2007-01-01
962,Austria,From 55 to 64 years,Thousand persons,Males,Active population,213.0,2007-01-01
963,Austria,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),205.0,2007-01-01
964,Austria,From 55 to 64 years,Thousand persons,Females,Active population,130.0,2007-01-01
965,Austria,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),126.0,2007-01-01
966,Austria,From 55 to 64 years,Percentage of total population,Total,Active population,37.2,2007-01-01
967,Austria,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),36.0,2007-01-01
968,Austria,From 55 to 64 years,Percentage of total population,Males,Active population,47.6,2007-01-01
969,Austria,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),46.0,2007-01-01
970,Austria,From 55 to 64 years,Percentage of total population,Females,Active population,27.5,2007-01-01
971,Austria,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),26.5,2007-01-01
972,Poland,From 15 to 24 years,Thousand persons,Total,Active population,1858.0,2007-01-01
973,Poland,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),1455.0,2007-01-01
974,Poland,From 15 to 24 years,Thousand persons,Males,Active population,1040.0,2007-01-01
975,Poland,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),832.0,2007-01-01
976,Poland,From 15 to 24 years,Thousand persons,Females,Active population,818.0,2007-01-01
977,Poland,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),623.0,2007-01-01
978,Poland,From 15 to 24 years,Percentage of total population,Total,Active population,33.0,2007-01-01
979,Poland,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),25.8,2007-01-01
980,Poland,From 15 to 24 years,Percentage of total population,Males,Active population,36.5,2007-01-01
981,Poland,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),29.2,2007-01-01
982,Poland,From 15 to 24 years,Percentage of total population,Females,Active population,29.3,2007-01-01
983,Poland,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),22.4,2007-01-01
984,Poland,From 25 to 54 years,Thousand persons,Total,Active population,13387.0,2007-01-01
985,Poland,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),12269.0,2007-01-01
986,Poland,From 25 to 54 years,Thousand persons,Males,Active population,7152.0,2007-01-01
987,Poland,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),6598.0,2007-01-01
988,Poland,From 25 to 54 years,Thousand persons,Females,Active population,6235.0,2007-01-01
989,Poland,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),5671.0,2007-01-01
990,Poland,From 25 to 54 years,Percentage of total population,Total,Active population,81.7,2007-01-01
991,Poland,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),74.9,2007-01-01
992,Poland,From 25 to 54 years,Percentage of total population,Males,Active population,87.9,2007-01-01
993,Poland,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),81.1,2007-01-01
994,Poland,From 25 to 54 years,Percentage of total population,Females,Active population,75.6,2007-01-01
995,Poland,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),68.8,2007-01-01
996,Poland,From 55 to 64 years,Thousand persons,Total,Active population,1366.0,2007-01-01
997,Poland,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),1273.0,2007-01-01
998,Poland,From 55 to 64 years,Thousand persons,Males,Active population,894.0,2007-01-01
999,Poland,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),828.0,2007-01-01
1000,Poland,From 55 to 64 years,Thousand persons,Females,Active population,472.0,2007-01-01
1001,Poland,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),444.0,2007-01-01
1002,Poland,From 55 to 64 years,Percentage of total population,Total,Active population,31.8,2007-01-01
1003,Poland,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),29.7,2007-01-01
1004,Poland,From 55 to 64 years,Percentage of total population,Males,Active population,44.7,2007-01-01
1005,Poland,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),41.4,2007-01-01
1006,Poland,From 55 to 64 years,Percentage of total population,Females,Active population,20.6,2007-01-01
1007,Poland,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),19.4,2007-01-01
1008,Portugal,From 15 to 24 years,Thousand persons,Total,Active population,506.0,2007-01-01
1009,Portugal,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),421.0,2007-01-01
1010,Portugal,From 15 to 24 years,Thousand persons,Males,Active population,279.0,2007-01-01
1011,Portugal,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),240.0,2007-01-01
1012,Portugal,From 15 to 24 years,Thousand persons,Females,Active population,227.0,2007-01-01
1013,Portugal,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),181.0,2007-01-01
1014,Portugal,From 15 to 24 years,Percentage of total population,Total,Active population,41.3,2007-01-01
1015,Portugal,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),34.4,2007-01-01
1016,Portugal,From 15 to 24 years,Percentage of total population,Males,Active population,44.7,2007-01-01
1017,Portugal,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),38.5,2007-01-01
1018,Portugal,From 15 to 24 years,Percentage of total population,Females,Active population,37.8,2007-01-01
1019,Portugal,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),30.1,2007-01-01
1020,Portugal,From 25 to 54 years,Thousand persons,Total,Active population,4019.0,2007-01-01
1021,Portugal,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3708.0,2007-01-01
1022,Portugal,From 25 to 54 years,Thousand persons,Males,Active population,2088.0,2007-01-01
1023,Portugal,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1960.0,2007-01-01
1024,Portugal,From 25 to 54 years,Thousand persons,Females,Active population,1932.0,2007-01-01
1025,Portugal,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1748.0,2007-01-01
1026,Portugal,From 25 to 54 years,Percentage of total population,Total,Active population,87.7,2007-01-01
1027,Portugal,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),80.9,2007-01-01
1028,Portugal,From 25 to 54 years,Percentage of total population,Males,Active population,92.9,2007-01-01
1029,Portugal,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),87.2,2007-01-01
1030,Portugal,From 25 to 54 years,Percentage of total population,Females,Active population,82.7,2007-01-01
1031,Portugal,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),74.8,2007-01-01
1032,Portugal,From 55 to 64 years,Thousand persons,Total,Active population,671.0,2007-01-01
1033,Portugal,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),627.0,2007-01-01
1034,Portugal,From 55 to 64 years,Thousand persons,Males,Active population,365.0,2007-01-01
1035,Portugal,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),339.0,2007-01-01
1036,Portugal,From 55 to 64 years,Thousand persons,Females,Active population,306.0,2007-01-01
1037,Portugal,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),288.0,2007-01-01
1038,Portugal,From 55 to 64 years,Percentage of total population,Total,Active population,54.6,2007-01-01
1039,Portugal,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),51.0,2007-01-01
1040,Portugal,From 55 to 64 years,Percentage of total population,Males,Active population,63.2,2007-01-01
1041,Portugal,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),58.7,2007-01-01
1042,Portugal,From 55 to 64 years,Percentage of total population,Females,Active population,47.0,2007-01-01
1043,Portugal,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),44.3,2007-01-01
1044,Romania,From 15 to 24 years,Thousand persons,Total,Active population,976.0,2007-01-01
1045,Romania,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),780.0,2007-01-01
1046,Romania,From 15 to 24 years,Thousand persons,Males,Active population,587.0,2007-01-01
1047,Romania,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),463.0,2007-01-01
1048,Romania,From 15 to 24 years,Thousand persons,Females,Active population,389.0,2007-01-01
1049,Romania,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),317.0,2007-01-01
1050,Romania,From 15 to 24 years,Percentage of total population,Total,Active population,30.5,2007-01-01
1051,Romania,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),24.4,2007-01-01
1052,Romania,From 15 to 24 years,Percentage of total population,Males,Active population,35.9,2007-01-01
1053,Romania,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),28.3,2007-01-01
1054,Romania,From 15 to 24 years,Percentage of total population,Females,Active population,24.9,2007-01-01
1055,Romania,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),20.2,2007-01-01
1056,Romania,From 25 to 54 years,Thousand persons,Total,Active population,7521.0,2007-01-01
1057,Romania,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),7100.0,2007-01-01
1058,Romania,From 25 to 54 years,Thousand persons,Males,Active population,4107.0,2007-01-01
1059,Romania,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),3853.0,2007-01-01
1060,Romania,From 25 to 54 years,Thousand persons,Females,Active population,3413.0,2007-01-01
1061,Romania,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),3247.0,2007-01-01
1062,Romania,From 25 to 54 years,Percentage of total population,Total,Active population,79.0,2007-01-01
1063,Romania,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),74.6,2007-01-01
1064,Romania,From 25 to 54 years,Percentage of total population,Males,Active population,85.9,2007-01-01
1065,Romania,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),80.6,2007-01-01
1066,Romania,From 25 to 54 years,Percentage of total population,Females,Active population,72.0,2007-01-01
1067,Romania,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),68.5,2007-01-01
1068,Romania,From 55 to 64 years,Thousand persons,Total,Active population,986.0,2007-01-01
1069,Romania,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),963.0,2007-01-01
1070,Romania,From 55 to 64 years,Thousand persons,Males,Active population,566.0,2007-01-01
1071,Romania,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),547.0,2007-01-01
1072,Romania,From 55 to 64 years,Thousand persons,Females,Active population,419.0,2007-01-01
1073,Romania,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),416.0,2007-01-01
1074,Romania,From 55 to 64 years,Percentage of total population,Total,Active population,42.4,2007-01-01
1075,Romania,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),41.4,2007-01-01
1076,Romania,From 55 to 64 years,Percentage of total population,Males,Active population,52.1,2007-01-01
1077,Romania,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),50.3,2007-01-01
1078,Romania,From 55 to 64 years,Percentage of total population,Females,Active population,33.9,2007-01-01
1079,Romania,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),33.6,2007-01-01
1080,Slovenia,From 15 to 24 years,Thousand persons,Total,Active population,107.0,2007-01-01
1081,Slovenia,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),96.0,2007-01-01
1082,Slovenia,From 15 to 24 years,Thousand persons,Males,Active population,64.0,2007-01-01
1083,Slovenia,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),58.0,2007-01-01
1084,Slovenia,From 15 to 24 years,Thousand persons,Females,Active population,43.0,2007-01-01
1085,Slovenia,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),38.0,2007-01-01
1086,Slovenia,From 15 to 24 years,Percentage of total population,Total,Active population,41.8,2007-01-01
1087,Slovenia,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),37.6,2007-01-01
1088,Slovenia,From 15 to 24 years,Percentage of total population,Males,Active population,47.6,2007-01-01
1089,Slovenia,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),43.2,2007-01-01
1090,Slovenia,From 15 to 24 years,Percentage of total population,Females,Active population,35.4,2007-01-01
1091,Slovenia,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),31.4,2007-01-01
1092,Slovenia,From 25 to 54 years,Thousand persons,Total,Active population,816.0,2007-01-01
1093,Slovenia,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),780.0,2007-01-01
1094,Slovenia,From 25 to 54 years,Thousand persons,Males,Active population,427.0,2007-01-01
1095,Slovenia,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),413.0,2007-01-01
1096,Slovenia,From 25 to 54 years,Thousand persons,Females,Active population,388.0,2007-01-01
1097,Slovenia,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),367.0,2007-01-01
1098,Slovenia,From 25 to 54 years,Percentage of total population,Total,Active population,89.3,2007-01-01
1099,Slovenia,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),85.3,2007-01-01
1100,Slovenia,From 25 to 54 years,Percentage of total population,Males,Active population,91.3,2007-01-01
1101,Slovenia,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),88.1,2007-01-01
1102,Slovenia,From 25 to 54 years,Percentage of total population,Females,Active population,87.3,2007-01-01
1103,Slovenia,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),82.4,2007-01-01
1104,Slovenia,From 55 to 64 years,Thousand persons,Total,Active population,84.0,2007-01-01
1105,Slovenia,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),81.0,2007-01-01
1106,Slovenia,From 55 to 64 years,Thousand persons,Males,Active population,55.0,2007-01-01
1107,Slovenia,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),54.0,2007-01-01
1108,Slovenia,From 55 to 64 years,Thousand persons,Females,Active population,29.0,2007-01-01
1109,Slovenia,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),28.0,2007-01-01
1110,Slovenia,From 55 to 64 years,Percentage of total population,Total,Active population,34.6,2007-01-01
1111,Slovenia,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),33.5,2007-01-01
1112,Slovenia,From 55 to 64 years,Percentage of total population,Males,Active population,46.7,2007-01-01
1113,Slovenia,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),45.3,2007-01-01
1114,Slovenia,From 55 to 64 years,Percentage of total population,Females,Active population,23.1,2007-01-01
1115,Slovenia,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),22.2,2007-01-01
1116,Slovakia,From 15 to 24 years,Thousand persons,Total,Active population,294.0,2007-01-01
1117,Slovakia,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),234.0,2007-01-01
1118,Slovakia,From 15 to 24 years,Thousand persons,Males,Active population,168.0,2007-01-01
1119,Slovakia,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),134.0,2007-01-01
1120,Slovakia,From 15 to 24 years,Thousand persons,Females,Active population,126.0,2007-01-01
1121,Slovakia,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),100.0,2007-01-01
1122,Slovakia,From 15 to 24 years,Percentage of total population,Total,Active population,34.6,2007-01-01
1123,Slovakia,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),27.6,2007-01-01
1124,Slovakia,From 15 to 24 years,Percentage of total population,Males,Active population,38.9,2007-01-01
1125,Slovakia,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),30.9,2007-01-01
1126,Slovakia,From 15 to 24 years,Percentage of total population,Females,Active population,30.2,2007-01-01
1127,Slovakia,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),24.1,2007-01-01
1128,Slovakia,From 25 to 54 years,Thousand persons,Total,Active population,2129.0,2007-01-01
1129,Slovakia,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1912.0,2007-01-01
1130,Slovakia,From 25 to 54 years,Thousand persons,Males,Active population,1145.0,2007-01-01
1131,Slovakia,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1046.0,2007-01-01
1132,Slovakia,From 25 to 54 years,Thousand persons,Females,Active population,985.0,2007-01-01
1133,Slovakia,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),866.0,2007-01-01
1134,Slovakia,From 25 to 54 years,Percentage of total population,Total,Active population,86.9,2007-01-01
1135,Slovakia,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),78.0,2007-01-01
1136,Slovakia,From 25 to 54 years,Percentage of total population,Males,Active population,93.1,2007-01-01
1137,Slovakia,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),85.0,2007-01-01
1138,Slovakia,From 25 to 54 years,Percentage of total population,Females,Active population,80.7,2007-01-01
1139,Slovakia,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),71.0,2007-01-01
1140,Slovakia,From 55 to 64 years,Thousand persons,Total,Active population,223.0,2007-01-01
1141,Slovakia,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),204.0,2007-01-01
1142,Slovakia,From 55 to 64 years,Thousand persons,Males,Active population,151.0,2007-01-01
1143,Slovakia,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),139.0,2007-01-01
