Date,INTC,MSFT,IBM,BHP,TM,AAPL,AMZN,BA,QCOM,KO,GOOG,SNE,PTR
2013-10-09,22.59,33.07,181.320007,65.379997,128.089996,486.589989,298.230011,114.470001,65.709999,37.080002,855.8614630000002,19.75,114.400002
2013-10-10,23.1,33.759998,184.770004,66.449997,131.0,489.639992,305.170013,118.900002,66.839996,37.779999,868.241516,19.57,116.760002
2013-10-11,23.26,34.130001,186.160004,67.150002,131.649994,492.80999800000006,310.890015,117.980003,67.550003,37.77,871.9914869999999,19.959999,116.150002
2013-10-14,23.450001,34.450001,186.970001,67.699997,130.75,496.039978,310.700012,119.459999,67.75,37.91,876.111494,19.93,116.849998
2013-10-15,23.389999,34.490002000000004,184.660004,67.900002,129.610001,498.679985,306.399994,118.18,68.16999799999999,37.66,882.011527,19.700001,115.529999
2013-10-16,23.700001,34.639999,186.729996,68.269997,130.240005,501.110001,310.48999,120.339996,68.870003,38.0,898.0315210000001,19.76,118.080002
2013-10-17,23.92,34.919998,174.830002,69.18,130.100006,504.499985,310.769989,122.290001,68.699997,38.549999,888.7914949999998,20.030001,117.099998
2013-10-18,23.879999,34.959999,173.779999,69.599998,129.520004,508.889992,328.929993,122.519997,68.400002,38.779999,1011.411708,19.610001,118.199997
2013-10-21,24.139999,34.990002000000004,172.860001,70.379997,129.380005,521.3600230000002,326.440002,121.470001,68.769997,38.82,1003.301698,19.68,117.080002
2013-10-22,24.07,34.580002,174.970001,72.389999,130.71000700000002,519.870003,332.540009,122.480003,68.91999799999999,39.09,1007.001739,19.790001,118.459999
2013-10-23,23.74,33.759998,175.770004,71.389999,129.25,524.959999,326.76001,129.020004,67.040001,39.09,1031.411782,19.48,115.639999
2013-10-24,23.780001,33.720001,177.800003,71.900002,129.820007,531.910011,332.209991,128.979996,66.940002,38.799999,1025.5517539999996,19.139999,114.239998
2013-10-25,24.24,35.73,176.850006,71.93,128.690002,525.960022,363.390015,131.190002,68.269997,39.029999,1015.201747,19.26,113.699997
2013-10-28,24.360001,35.57,177.350006,72.099998,128.369995,529.880005,358.160004,129.880005,68.540001,39.610001,1015.001719,19.51,113.589996
2013-10-29,24.52,35.52,182.119995,71.739998,128.949997,516.680023,362.700012,129.660004,68.93,39.799999,1036.241716,19.48,113.800003
2013-10-30,24.5,35.54000100000001,180.149994,71.129997,130.199997,524.900024,361.079987,129.679993,69.040001,39.619999,1030.421755,19.42,115.470001
2013-10-31,24.469999,35.41,179.21000700000005,70.690002,129.419998,522.699974,364.029999,130.5,69.489998,39.57,1030.581776,17.25,113.269997
2013-11-01,24.33,35.529999,179.229996,70.959999,129.759995,520.030006,359.0,133.029999,69.900002,39.610001,1027.041757,16.75,113.440002
2013-11-04,24.26,35.939999,180.270004,71.720001,129.630005,526.75,358.73999,132.78999299999998,69.57,39.509998,1026.111769,17.08,113.300003
2013-11-05,24.030001,36.639999,177.850006,72.18,128.589996,525.4499969999998,358.890015,133.570007,69.010002,39.5,1021.521745,16.85,111.330002
2013-11-06,24.25,38.18,179.190002,72.809998,129.199997,520.920013,356.179993,133.089996,69.739998,40.049999,1022.751743,17.07,111.309998
2013-11-07,24.059999,37.5,180.0,71.410004,125.919998,512.490021,343.559998,131.509995,67.089996,39.830002,1007.951699,16.860001,109.760002
2013-11-08,24.09,37.779999,179.990005,71.860001,127.370003,520.5600049999998,350.309998,133.490005,67.449997,40.049999,1016.031752,16.74,111.18
2013-11-11,24.17,37.59,182.880005,70.980003,126.669998,519.050011,354.380005,132.529999,67.620003,39.869999,1010.59175,16.610001,112.699997
2013-11-12,24.43,37.360001,183.070007,70.269997,127.300003,520.009979,349.5299990000001,132.330002,68.510002,39.880001,1011.781743,17.23,111.059998
2013-11-13,24.6,38.16,183.550003,70.309998,127.660004,520.6300200000002,356.220001,133.169998,70.029999,40.119999,1032.471772,17.940001000000006,110.580002
2013-11-14,24.389999,38.02,182.210007,70.589996,127.480003,528.160019,367.399994,135.089996,71.220001,40.209999,1035.231717,18.65,111.400002
2013-11-15,24.52,37.84,183.190002,71.370003,127.980003,524.990013,369.170013,136.080002,72.16999799999998,40.220001,1033.561782,18.5,116.910004
2013-11-18,24.6,37.200001,184.470001,70.980003,127.650002,518.6299740000002,366.179993,138.360001,71.940002,40.169998,1031.551709,18.719999,120.68
2013-11-19,24.700001,36.740002,185.25,70.75,126.239998,519.549995,364.940002,136.979996,71.839996,40.139999,1025.2017529999996,18.700001,122.919998
2013-11-20,24.559999,37.080002,185.190002,70.190002,126.050003,514.9999849999998,362.570007,132.449997,71.029999,40.060001,1022.311744,18.530001,122.919998
2013-11-21,25.23,37.400002,184.130005,69.58000200000001,125.610001,521.139992,368.920013,132.929993,71.709999,40.43,1034.071744,18.65,122.440002
2013-11-22,23.870001,37.57,181.300003,69.040001,126.309998,519.799988,372.309998,135.970001,72.959999,40.43,1031.891724,18.299999,122.269997
2013-11-25,23.75,37.639999,178.940002,69.029999,125.599998,523.739998,376.640015,133.0,72.489998,40.369999,1045.931848,18.17,119.190002
2013-11-26,23.65,37.349998,177.309998,68.43,124.93,533.399979,381.369995,134.779999,73.650002,40.25,1058.411823,18.16,118.470001
2013-11-27,23.9,37.599998,178.970001,67.83000200000001,125.209999,545.959999,386.709991,134.720001,73.559998,40.189999,1063.111877,18.530001,119.059998
2013-11-29,23.84,38.130001,179.679993,68.220001,125.050003,556.069977,393.619995,134.25,73.58000200000002,40.189999,1059.591768,18.299999,119.040001
2013-12-02,23.700001,38.450001,177.479996,66.910004,124.099998,551.230026,392.299988,134.160004,73.440002,40.080002,1054.481857,18.6,117.68
2013-12-03,23.549999,38.310001,176.080002,66.550003,123.610001,566.319984,384.660004,132.0,73.309998,40.349998,1053.261845,18.41,116.690002
2013-12-04,23.74,38.939999,175.740005,67.050003,123.110001,565.000008,385.959991,131.5,73.18,40.369999,1058.181837,17.889999,115.360001
2013-12-05,24.26,38.0,176.080002,66.620003,121.599998,567.899994,384.48999,132.729996,73.230003,39.830002,1057.341785,17.790001,115.860001
2013-12-06,24.82,38.360001,177.669998,67.529999,122.739998,560.019974,386.950012,135.179993,73.760002,40.459999,1069.871873,18.1,119.07
2013-12-09,24.93,38.709999,177.46000700000005,67.339996,122.43,566.43,384.890015,134.679993,73.370003,40.400002,1078.1419050000004,17.969998999999994,117.089996
2013-12-10,24.82,38.110001,177.119995,66.809998,121.699997,565.54998,387.779999,133.699997,73.379997,39.849998,1084.661869,17.620001000000006,116.410004
2013-12-11,24.42,37.610001,175.199997,65.279999,120.339996,561.3599780000002,382.190002,132.559998,73.010002,40.130001,1077.291806,17.440001000000002,111.349998
2013-12-12,24.469999,37.220001,173.369995,63.950001,120.339996,560.539986,381.25,132.96000700000002,72.730003,39.209999,1069.961809,17.67,111.309998
2013-12-13,24.290001,36.689999,172.800003,63.740002,119.220001,554.429993,384.23999,133.830002,72.58000200000002,39.23,1060.791808,17.51,112.010002
2013-12-16,24.450001,36.889999,177.850006,64.199997,118.650002,557.500023,388.970001,134.720001,72.790001,39.27,1072.9818810000004,17.5,111.760002
2013-12-17,24.66,36.52,175.759995,63.73,118.629997,554.990005,387.649994,135.880005,72.91999799999998,39.099998,1069.861826,17.25,109.269997
2013-12-18,25.15,36.580002,178.699997,64.699997,121.040001,550.769989,395.959991,135.490005,73.18,40.02,1084.751805,17.549999,111.370003
2013-12-19,25.139999,36.25,180.220001,65.040001,118.709999,544.4599910000002,395.190002,135.169998,72.43,39.860001,1086.221897,17.48,109.559998
2013-12-20,25.059999,36.799999,180.020004,65.989998,118.75,549.019989,402.200012,136.669998,72.910004,40.040001,1100.621886,17.559998999999998,108.839996
2013-12-23,25.32,36.619999,182.229996,66.309998,119.269997,570.090004,402.920013,136.399994,72.839996,40.16,1115.101886,17.76,108.989998
2013-12-24,25.43,37.080002,183.220001,67.059998,118.610001,567.669975,399.200012,136.830002,73.040001,40.189999,1111.841904,17.450001,109.669998
2013-12-26,25.700001,37.439999,185.350006,66.779999,121.690002,563.900009,404.390015,138.270004,73.480003,40.490002,1117.461899,17.309998999999998,109.470001
2013-12-27,25.6,37.290001,185.080002,67.410004,121.879997,560.089989,398.079987,136.899994,73.800003,40.66,1118.401934,17.09,110.019997
2013-12-30,25.85,37.290001,186.410004,67.730003,121.360001,554.5199809999998,393.369995,135.919998,73.57,41.09,1109.461919,17.459999,109.730003
2013-12-31,25.959999,37.41,187.570007,68.199997,121.919998,561.019997,398.790009,136.490005,74.25,41.310001,1120.711956,17.290001,109.739998
